Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUSG00000066368	Ensembl Gene Model	MGI:1914972	Actl11	actin-like 11	protein coding gene
ENSMUSG00000088955	Ensembl Gene Model	MGI:5454721	Gm24944	predicted gene, 24944	snoRNA gene
ENSMUSG00000093456	Ensembl Gene Model	MGI:5313109	Gm20662	predicted gene 20662	protein coding gene
ENSMUSG00000093619	Ensembl Gene Model	MGI:1925277	4930535L15Rik	RIKEN cDNA 4930535L15 gene	antisense lncRNA gene
ENSMUSG00000092218	Ensembl Gene Model	MGI:5141994	Gm20529	predicted gene 20529	unclassified non-coding RNA gene
ENSMUSG00000098787	Ensembl Gene Model	MGI:5530959	Mir7088	microRNA 7088	miRNA gene
ENSMUSG00000088577	Ensembl Gene Model	MGI:5455233	Gm25456	predicted gene, 25456	snoRNA gene
ENSMUSG00000050641	Ensembl Gene Model	MGI:3618861	BC048562	cDNA sequence BC048562	protein coding gene
ENSMUSG00000092915	Ensembl Gene Model	MGI:5453860	Gm24083	predicted gene, 24083	miRNA gene
ENSMUSG00000065579	Ensembl Gene Model	MGI:3619401	Mir425	microRNA 425	miRNA gene
ENSMUSG00000088626	Ensembl Gene Model	MGI:5452811	Gm23034	predicted gene, 23034	snoRNA gene
ENSMUSG00000093067	Ensembl Gene Model	MGI:5452933	Gm23156	predicted gene, 23156	miRNA gene
ENSMUSG00000025652	Ensembl Gene Model	MGI:1916634	Tmem89	transmembrane protein 89	protein coding gene
ENSMUSG00000076142	Ensembl Gene Model	MGI:3629883	Mir711	microRNA 711	miRNA gene
ENSMUSG00000049734	Ensembl Gene Model	MGI:1328317	Trex1	three prime repair exonuclease 1	protein coding gene
ENSMUSG00000047237	Ensembl Gene Model	MGI:2443323	Fbxw21	F-box and WD-40 domain protein 21	protein coding gene
ENSMUSG00000054087	Ensembl Gene Model	MGI:3779847	Fbxw28	F-box and WD-40 domain protein 28	protein coding gene
ENSMUSG00000094717	Ensembl Gene Model	MGI:5452598	Gm22821	predicted gene, 22821	snRNA gene
ENSMUSG00000096412	Ensembl Gene Model	MGI:5455261	Gm25484	predicted gene, 25484	snRNA gene
ENSMUSG00000096786	Ensembl Gene Model	MGI:5454418	Gm24641	predicted gene, 24641	snRNA gene
ENSMUSG00000070324	Ensembl Gene Model	MGI:3643290	Fbxw22	F-box and WD-40 domain protein 22	protein coding gene
ENSMUSG00000074062	Ensembl Gene Model	MGI:2443324	Fbxw16	F-box and WD-40 domain protein 16	protein coding gene
ENSMUSG00000074061	Ensembl Gene Model	MGI:3505706	Fbxw19	F-box and WD-40 domain protein 19	protein coding gene
ENSMUSG00000074060	Ensembl Gene Model	MGI:3505701	Fbxw15	F-box and WD-40 domain protein 15	protein coding gene
ENSMUSG00000062275	Ensembl Gene Model	MGI:3646659	Fbxw24	F-box and WD-40 domain protein 24	protein coding gene
ENSMUSG00000094992	Ensembl Gene Model	MGI:3588266	Fbxw25	F-box and WD-40 domain protein 25	protein coding gene
ENSMUSG00000074059	Ensembl Gene Model	MGI:3505704	Fbxw18	F-box and WD-40 domain protein 18	protein coding gene
ENSMUSG00000059547	Ensembl Gene Model	MGI:3646662	Fbxw26	F-box and WD-40 domain protein 26	protein coding gene
ENSMUSG00000050074	Ensembl Gene Model	MGI:1925959	Spink8	serine peptidase inhibitor, Kazal type 8	protein coding gene
ENSMUSG00000038357	Ensembl Gene Model	MGI:108443	Camp	cathelicidin antimicrobial peptide	protein coding gene
ENSMUSG00000098490	Ensembl Gene Model	MGI:5530800	Mir7089	microRNA 7089	miRNA gene
ENSMUSG00000098956	Ensembl Gene Model	MGI:5531237	Gm27855	predicted gene, 27855	unclassified non-coding RNA gene
ENSMUSG00000064877	Ensembl Gene Model	MGI:5453154	Gm23377	predicted gene, 23377	snoRNA gene
ENSMUSG00000032484	Ensembl Gene Model	MGI:105983	Ngp	neutrophilic granule protein	protein coding gene
ENSMUSG00000099275	Ensembl Gene Model	MGI:5530837	Mir8107	microRNA 8107	miRNA gene
ENSMUSG00000032493	Ensembl Gene Model	MGI:1920586	Prss44	protease, serine 44	protein coding gene
ENSMUSG00000049719	Ensembl Gene Model	MGI:1921556	Prss46	protease, serine 46	protein coding gene
ENSMUSG00000096245	Ensembl Gene Model	MGI:5454046	Gm24269	predicted gene, 24269	miRNA gene
ENSMUSG00000057802	old symbol	MGI:3641798	Gm10030	predicted gene 10030	unclassified non-coding RNA gene
ENSMUSG00000057802	Ensembl Gene Model	MGI:3641798	Gm10030	predicted gene 10030	unclassified non-coding RNA gene
ENSMUSG00000088296	Ensembl Gene Model	MGI:5456186	Gm26409	predicted gene, 26409	snRNA gene
ENSMUSG00000089082	Ensembl Gene Model	MGI:5454637	Gm24860	predicted gene, 24860	unclassified non-coding RNA gene
ENSMUSG00000032502	Ensembl Gene Model	MGI:1201400	Stac	src homology three (SH3) and cysteine rich domain	protein coding gene
ENSMUSG00000065441	Ensembl Gene Model	MGI:3618709	Mir128-2	microRNA 128-2	miRNA gene
ENSMUSG00000089718	Ensembl Gene Model	MGI:1917444	2310075C17Rik	RIKEN cDNA 2310075C17 gene	lincRNA gene
ENSMUSG00000087038	Ensembl Gene Model	MGI:1920268	2900079G21Rik	RIKEN cDNA 2900079G21 gene	lincRNA gene
ENSMUSG00000098345	Ensembl Gene Model	MGI:5531229	Gm27847	predicted gene, 27847	miRNA gene
ENSMUSG00000096353	Ensembl Gene Model	MGI:5454734	Gm24957	predicted gene, 24957	snoRNA gene
ENSMUSG00000087817	Ensembl Gene Model	MGI:5452269	Gm22492	predicted gene, 22492	unclassified non-coding RNA gene
ENSMUSG00000087992	Ensembl Gene Model	MGI:5454836	Gm25059	predicted gene, 25059	snoRNA gene
ENSMUSG00000053820	Ensembl Gene Model	MGI:1278327	Bcl2a1c	B cell leukemia/lymphoma 2 related protein A1c	protein coding gene
ENSMUSG00000084638	Ensembl Gene Model	MGI:5453666	Gm23889	predicted gene, 23889	snRNA gene
ENSMUSG00000098127	Ensembl Gene Model	MGI:3782847	Gm4665	predicted gene 4665	antisense lncRNA gene
ENSMUSG00000098191	Ensembl Gene Model	MGI:5504077	Gm26962	predicted gene, 26962	antisense lncRNA gene
ENSMUSG00000097967	Ensembl Gene Model	MGI:5504117	Gm27002	predicted gene, 27002	intronic lncRNA gene
ENSMUSG00000080409	Ensembl Gene Model	MGI:3783381	Mir467h	microRNA 467h	miRNA gene
ENSMUSG00000080495	Ensembl Gene Model	MGI:5456080	Gm26303	predicted gene, 26303	miRNA gene
ENSMUSG00000080636	Ensembl Gene Model	MGI:5455287	Gm25510	predicted gene, 25510	miRNA gene
ENSMUSG00000095467	Ensembl Gene Model	MGI:5452020	Gm22243	predicted gene, 22243	miRNA gene
ENSMUSG00000087469	Ensembl Gene Model	MGI:3802121	Gm16142	predicted gene 16142	antisense lncRNA gene
ENSMUSG00000092184	Ensembl Gene Model	MGI:5010674	Gm18489	predicted gene, 18489	pseudogene
ENSMUSG00000092516	Ensembl Gene Model	MGI:5141862	Gm20397	predicted gene 20397	pseudogene
ENSMUSG00000079669	Ensembl Gene Model	MGI:4937030	Gm17396	predicted gene, 17396	unclassified non-coding RNA gene
ENSMUSG00000097240	Ensembl Gene Model	MGI:5477108	Gm26614	predicted gene, 26614	lincRNA gene
ENSMUSG00000032443	Ensembl Gene Model	MGI:1921888	Zcwpw2	zinc finger, CW type with PWWP domain 2	pseudogene
ENSMUSG00000094677	Ensembl Gene Model	MGI:5451785	Gm22008	predicted gene, 22008	miRNA gene
ENSMUSG00000097402	Ensembl Gene Model	MGI:4937033	Gm17399	predicted gene, 17399	lincRNA gene
ENSMUSG00000084515	Ensembl Gene Model	MGI:5452256	Gm22479	predicted gene, 22479	snRNA gene
ENSMUSG00000086119	Ensembl Gene Model	MGI:3780582	Gm2415	predicted gene 2415	antisense lncRNA gene
ENSMUSG00000087041	Ensembl Gene Model	MGI:3826546	Gm16295	predicted gene 16295	lincRNA gene
ENSMUSG00000065513	Ensembl Gene Model	MGI:2676900	Mir26a-1	microRNA 26a-1	miRNA gene
ENSMUSG00000074029	old symbol	MGI:3642009	Gm10608	predicted gene 10608	pseudogene
ENSMUSG00000074029	Ensembl Gene Model	MGI:3642009	Gm10608	predicted gene 10608	pseudogene
ENSMUSG00000070280	Ensembl Gene Model	MGI:2685974	Slc22a14	solute carrier family 22 (organic cation transporter), member 14	protein coding gene
ENSMUSG00000088713	Ensembl Gene Model	MGI:5452506	Gm22729	predicted gene, 22729	snoRNA gene
ENSMUSG00000097504	Ensembl Gene Model	MGI:1922364	4930516B21Rik	RIKEN cDNA 4930516B21 gene	lincRNA gene
ENSMUSG00000032511	Ensembl Gene Model	MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	protein coding gene
ENSMUSG00000079243	Ensembl Gene Model	MGI:1333878	Xirp1	xin actin-binding repeat containing 1	protein coding gene
ENSMUSG00000042262	Ensembl Gene Model	MGI:1201402	Ccr8	chemokine (C-C motif) receptor 8	protein coding gene
ENSMUSG00000086365	Ensembl Gene Model	MGI:1925310	4930593C16Rik	RIKEN cDNA 4930593C16 gene	antisense lncRNA gene
ENSMUSG00000084706	Ensembl Gene Model	MGI:5452764	Gm22987	predicted gene, 22987	unclassified non-coding RNA gene
ENSMUSG00000032532	Ensembl Gene Model	MGI:88297	Cck	cholecystokinin	protein coding gene
ENSMUSG00000084995	Ensembl Gene Model	MGI:1922634	Lyzl4os	lysozyme-like 4, opposite strand	antisense lncRNA gene
ENSMUSG00000032523	Ensembl Gene Model	MGI:1922020	Hhatl	hedgehog acyltransferase-like	protein coding gene
ENSMUSG00000092042	Ensembl Gene Model	MGI:4937990	Gm17163	predicted gene 17163	antisense lncRNA gene
ENSMUSG00000044534	Ensembl Gene Model	MGI:1891697	Ackr2	atypical chemokine receptor 2	protein coding gene
ENSMUSG00000050445	Ensembl Gene Model	MGI:1338044	Cyp8b1	cytochrome P450, family 8, subfamily b, polypeptide 1	protein coding gene
ENSMUSG00000098922	Ensembl Gene Model	MGI:5530976	Mir8106	microRNA 8106	miRNA gene
ENSMUSG00000093598	Ensembl Gene Model	MGI:3605633	A730085K08Rik	RIKEN cDNA A730085K08 gene	unclassified non-coding RNA gene
ENSMUSG00000088086	Ensembl Gene Model	MGI:5455118	Gm25341	predicted gene, 25341	unclassified non-coding RNA gene
ENSMUSG00000097322	Ensembl Gene Model	MGI:3040711	A530083I20Rik	RIKEN cDNA A530083I20 gene	lincRNA gene
ENSMUSG00000077659	Ensembl Gene Model	MGI:5453100	Gm23323	predicted gene, 23323	snoRNA gene
ENSMUSG00000025243	Ensembl Gene Model	MGI:1336891	Slc6a20b	solute carrier family 6 (neurotransmitter transporter), member 20B	protein coding gene
ENSMUSG00000091172	Ensembl Gene Model	MGI:4937947	Gm17120	predicted gene 17120	antisense lncRNA gene
ENSMUSG00000036814	Ensembl Gene Model	MGI:2143217	Slc6a20a	solute carrier family 6 (neurotransmitter transporter), member 20A	protein coding gene
ENSMUSG00000029530	Ensembl Gene Model	MGI:1341902	Ccr9	chemokine (C-C motif) receptor 9	protein coding gene
ENSMUSG00000091661	Ensembl Gene Model	MGI:4937848	Gm17021	predicted gene 17021	lncRNA gene
ENSMUSG00000048521	Ensembl Gene Model	MGI:1934582	Cxcr6	chemokine (C-X-C motif) receptor 6	protein coding gene
ENSMUSG00000064039	Ensembl Gene Model	MGI:104617	Ccr1l1	chemokine (C-C motif) receptor 1-like 1	protein coding gene
ENSMUSG00000035448	Ensembl Gene Model	MGI:104616	Ccr3	chemokine (C-C motif) receptor 3	protein coding gene
ENSMUSG00000049103	Ensembl Gene Model	MGI:106185	Ccr2	chemokine (C-C motif) receptor 2	protein coding gene
ENSMUSG00000079741	Ensembl Gene Model	MGI:3700744	Nlrp4g	NLR family, pyrin domain containing 4G	protein coding gene
ENSMUSG00000096734	Ensembl Gene Model	MGI:5434000	Gm21836	predicted gene, 21836	protein coding gene
ENSMUSG00000087111	Ensembl Gene Model	MGI:3650744	Gm11399	predicted gene 11399	antisense lncRNA gene
ENSMUSG00000086049	Ensembl Gene Model	MGI:3650816	Gm12735	predicted gene 12735	antisense lncRNA gene
ENSMUSG00000053263	Ensembl Gene Model	MGI:3649892	Gm12592	predicted gene 12592	unclassified non-coding RNA gene
ENSMUSG00000084962	Ensembl Gene Model	MGI:3650070	Gm11947	predicted gene 11947	unclassified non-coding RNA gene
ENSMUSG00000099081	Ensembl Gene Model	MGI:5531006	Gm27624	predicted gene, 27624	unclassified non-coding RNA gene
ENSMUSG00000098265	Ensembl Gene Model	MGI:5530899	Gm27517	predicted gene, 27517	unclassified non-coding RNA gene
ENSMUSG00000098503	Ensembl Gene Model	MGI:5531319	Gm27937	predicted gene, 27937	unclassified non-coding RNA gene
ENSMUSG00000098948	Ensembl Gene Model	MGI:5531022	Gm27640	predicted gene, 27640	unclassified non-coding RNA gene
ENSMUSG00000088250	Ensembl Gene Model	MGI:5456170	Gm26393	predicted gene, 26393	snRNA gene
ENSMUSG00000083015	Ensembl Gene Model	MGI:4360828	Gm16518	predicted gene, 16518	pseudogene
ENSMUSG00000088352	Ensembl Gene Model	MGI:5453790	Gm24013	predicted gene, 24013	snoRNA gene
ENSMUSG00000083838	Ensembl Gene Model	MGI:3649800	Gm11957	predicted gene 11957	pseudogene
ENSMUSG00000093080	Ensembl Gene Model	MGI:4834232	Mir3060	microRNA 3060	miRNA gene
ENSMUSG00000085512	Ensembl Gene Model	MGI:3652302	Gm11958	predicted gene 11958	lincRNA gene
ENSMUSG00000079010	old symbol	MGI:3779255	Gm11032	predicted gene 11032	protein coding gene
ENSMUSG00000079010	Ensembl Gene Model	MGI:3779255	Gm11032	predicted gene 11032	protein coding gene
ENSMUSG00000098296	Ensembl Gene Model	MGI:5531350	Mir6918	microRNA 6918	miRNA gene
ENSMUSG00000088634	Ensembl Gene Model	MGI:5454735	Gm24958	predicted gene, 24958	snoRNA gene
ENSMUSG00000085232	Ensembl Gene Model	MGI:3652247	Gm11962	predicted gene 11962	pseudogene
ENSMUSG00000077304	Ensembl Gene Model	MGI:5452248	Gm22471	predicted gene, 22471	snoRNA gene
ENSMUSG00000084819	Ensembl Gene Model	MGI:3650297	Gm11967	predicted gene 11967	antisense lncRNA gene
ENSMUSG00000077524	Ensembl Gene Model	MGI:4421912	n-R5s67	nuclear encoded rRNA 5S 67	rRNA gene
ENSMUSG00000098516	Ensembl Gene Model	MGI:5531046	Mir7651	microRNA 7651	miRNA gene
ENSMUSG00000092885	Ensembl Gene Model	MGI:5451900	Gm22123	predicted gene, 22123	miRNA gene
ENSMUSG00000064513	Ensembl Gene Model	MGI:5452234	Snora9	small nucleolar RNA, H/ACA box 9	snoRNA gene
ENSMUSG00000065686	Ensembl Gene Model	MGI:3819509	Snora5c	small nucleolar RNA, H/ACA box 5C	snoRNA gene
ENSMUSG00000086808	Ensembl Gene Model	MGI:3650697	Gm11981	predicted gene 11981	unclassified non-coding RNA gene
ENSMUSG00000080833	Ensembl Gene Model	MGI:3650691	Gm11976	predicted gene 11976	pseudogene
ENSMUSG00000082897	Ensembl Gene Model	MGI:3650518	Gm11982	predicted gene 11982	pseudogene
ENSMUSG00000087512	Ensembl Gene Model	MGI:3650614	Gm11985	predicted gene 11985	lncRNA gene
ENSMUSG00000020429	Ensembl Gene Model	MGI:96436	Igfbp1	insulin-like growth factor binding protein 1	protein coding gene
ENSMUSG00000087637	Ensembl Gene Model	MGI:3650604	Gm11986	predicted gene 11986	lincRNA gene
ENSMUSG00000098853	Ensembl Gene Model	MGI:5530775	Gm27393	predicted gene, 27393	snRNA gene
ENSMUSG00000084318	Ensembl Gene Model	MGI:3650515	Gm11987	predicted gene 11987	pseudogene
ENSMUSG00000089247	Ensembl Gene Model	MGI:5453828	Gm24051	predicted gene, 24051	snoRNA gene
ENSMUSG00000082459	Ensembl Gene Model	MGI:3651123	Gm11988	predicted gene 11988	pseudogene
ENSMUSG00000004668	Ensembl Gene Model	MGI:2388707	Abca13	ATP-binding cassette, sub-family A (ABC1), member 13	protein coding gene
ENSMUSG00000088861	Ensembl Gene Model	MGI:5452842	Gm23065	predicted gene, 23065	rRNA gene
ENSMUSG00000064766	Ensembl Gene Model	MGI:5456235	Gm26458	predicted gene, 26458	snoRNA gene
ENSMUSG00000087452	Ensembl Gene Model	MGI:3650897	Gm11998	predicted gene 11998	antisense lncRNA gene
ENSMUSG00000062511	Ensembl Gene Model	MGI:1922360	4930512M02Rik	RIKEN cDNA 4930512M02 gene	protein coding gene
ENSMUSG00000085652	Ensembl Gene Model	MGI:3650903	Gm11999	predicted gene 11999	unclassified non-coding RNA gene
ENSMUSG00000073145	Ensembl Gene Model	MGI:3651524	Gm12000	predicted gene 12000	antisense lncRNA gene
ENSMUSG00000064802	Ensembl Gene Model	MGI:5453813	Gm24036	predicted gene, 24036	snRNA gene
ENSMUSG00000086584	Ensembl Gene Model	MGI:3651521	Gm12002	predicted gene 12002	antisense lncRNA gene
ENSMUSG00000089034	Ensembl Gene Model	MGI:5451933	Gm22156	predicted gene, 22156	snoRNA gene
ENSMUSG00000088509	Ensembl Gene Model	MGI:5452566	Gm22789	predicted gene, 22789	snoRNA gene
ENSMUSG00000093365	Ensembl Gene Model	MGI:5452578	Gm22801	predicted gene, 22801	miRNA gene
ENSMUSG00000085452	Ensembl Gene Model	MGI:1922530	4930554G24Rik	RIKEN cDNA 4930554G24 gene	lincRNA gene
ENSMUSG00000080734	Ensembl Gene Model	MGI:3651317	Gm12006	predicted gene 12006	pseudogene
ENSMUSG00000085561	Ensembl Gene Model	MGI:1920557	1700046C09Rik	RIKEN cDNA 1700046C09 gene	lincRNA gene
ENSMUSG00000084135	Ensembl Gene Model	MGI:1920677	Pom121l12	POM121 membrane glycoprotein-like 12	protein coding gene
ENSMUSG00000082156	Ensembl Gene Model	MGI:3651319	Gm12008	predicted gene 12008	pseudogene
ENSMUSG00000089359	Ensembl Gene Model	MGI:5455267	Gm25490	predicted gene, 25490	snoRNA gene
ENSMUSG00000083925	Ensembl Gene Model	MGI:3651575	Gm12012	predicted gene 12012	pseudogene
ENSMUSG00000081332	Ensembl Gene Model	MGI:3651281	Gm12664	predicted gene 12664	pseudogene
ENSMUSG00000076337	Ensembl Gene Model	MGI:5454491	Gm24714	predicted gene, 24714	miRNA gene
ENSMUSG00000064831	Ensembl Gene Model	MGI:5455475	Gm25698	predicted gene, 25698	snRNA gene
ENSMUSG00000020120	Ensembl Gene Model	MGI:1860485	Plek	pleckstrin	protein coding gene
ENSMUSG00000087833	Ensembl Gene Model	MGI:5453736	Gm23959	predicted gene, 23959	unclassified non-coding RNA gene
ENSMUSG00000085453	Ensembl Gene Model	MGI:3651187	Gm12018	predicted gene 12018	lincRNA gene
ENSMUSG00000085675	Ensembl Gene Model	MGI:3650976	Gm12022	predicted gene 12022	lincRNA gene
ENSMUSG00000085806	Ensembl Gene Model	MGI:3650977	Gm12023	predicted gene 12023	lincRNA gene
ENSMUSG00000089390	Ensembl Gene Model	MGI:5452798	Gm23021	predicted gene, 23021	snRNA gene
ENSMUSG00000085743	Ensembl Gene Model	MGI:1921768	8430419K02Rik	RIKEN cDNA 8430419K02 gene	unclassified non-coding RNA gene
ENSMUSG00000084085	Ensembl Gene Model	MGI:3802123	Gm16140	predicted gene 16140	antisense lncRNA gene
ENSMUSG00000086911	Ensembl Gene Model	MGI:3651189	Gm12027	predicted gene 12027	lincRNA gene
ENSMUSG00000089210	Ensembl Gene Model	MGI:5453163	Gm23386	predicted gene, 23386	snoRNA gene
ENSMUSG00000084442	Ensembl Gene Model	MGI:5456030	Gm26253	predicted gene, 26253	snRNA gene
ENSMUSG00000084252	Ensembl Gene Model	MGI:3651598	Gm12036	predicted gene 12036	pseudogene
ENSMUSG00000086749	Ensembl Gene Model	MGI:3651602	Gm12037	predicted gene 12037	lincRNA gene
ENSMUSG00000096061	Ensembl Gene Model	MGI:5453458	Gm23681	predicted gene, 23681	miRNA gene
ENSMUSG00000088223	Ensembl Gene Model	MGI:5452377	Gm22600	predicted gene, 22600	unclassified non-coding RNA gene
ENSMUSG00000084259	Ensembl Gene Model	MGI:3651597	Gm12040	predicted gene 12040	pseudogene
ENSMUSG00000089155	Ensembl Gene Model	MGI:5453359	Gm23582	predicted gene, 23582	snoRNA gene
ENSMUSG00000089555	Ensembl Gene Model	MGI:3836970	Mir1933	microRNA 1933	miRNA gene
ENSMUSG00000087253	Ensembl Gene Model	MGI:3651843	Gm12043	predicted gene 12043	unclassified non-coding RNA gene
ENSMUSG00000084412	Ensembl Gene Model	MGI:3651841	Gm12044	predicted gene 12044	pseudogene
ENSMUSG00000093168	Ensembl Gene Model	MGI:5452767	Gm22990	predicted gene, 22990	miRNA gene
ENSMUSG00000083761	Ensembl Gene Model	MGI:1933119	Pgam1-ps1	phosphoglycerate mutase 1, pseudogene 1	pseudogene
ENSMUSG00000084004	Ensembl Gene Model	MGI:3652082	Gm12047	predicted gene 12047	pseudogene
ENSMUSG00000085021	Ensembl Gene Model	MGI:3652078	Gm12051	predicted gene 12051	lincRNA gene
ENSMUSG00000085803	Ensembl Gene Model	MGI:3652309	Gm12056	predicted gene 12056	lincRNA gene
ENSMUSG00000092455	Ensembl Gene Model	MGI:5141921	Gm20456	predicted gene 20456	unclassified non-coding RNA gene
ENSMUSG00000065869	Ensembl Gene Model	MGI:5454694	Gm24917	predicted gene, 24917	snRNA gene
ENSMUSG00000088010	Ensembl Gene Model	MGI:5453517	Gm23740	predicted gene, 23740	rRNA gene
ENSMUSG00000086366	Ensembl Gene Model	MGI:1924243	1700061J23Rik	RIKEN cDNA 1700061J23 gene	lincRNA gene
ENSMUSG00000088495	Ensembl Gene Model	MGI:5454175	Gm24398	predicted gene, 24398	snoRNA gene
ENSMUSG00000086459	Ensembl Gene Model	MGI:1919496	1700030C12Rik	RIKEN cDNA 1700030C12 gene	unclassified non-coding RNA gene
ENSMUSG00000089103	Ensembl Gene Model	MGI:5452891	Gm23114	predicted gene, 23114	rRNA gene
ENSMUSG00000087741	Ensembl Gene Model	MGI:5453604	Gm23827	predicted gene, 23827	snRNA gene
ENSMUSG00000055010	Ensembl Gene Model	MGI:2685508	A830031A19Rik	RIKEN cDNA A830031A19 gene	protein coding gene
ENSMUSG00000085167	Ensembl Gene Model	MGI:3649572	Gm12063	predicted gene 12063	lincRNA gene
ENSMUSG00000086612	Ensembl Gene Model	MGI:3649477	Gm12064	predicted gene 12064	antisense lncRNA gene
ENSMUSG00000086117	Ensembl Gene Model	MGI:3649819	Gm12065	predicted gene 12065	lincRNA gene
ENSMUSG00000085579	Ensembl Gene Model	MGI:3649818	Gm12066	predicted gene 12066	lincRNA gene
ENSMUSG00000087085	Ensembl Gene Model	MGI:3649823	Gm12068	predicted gene 12068	lincRNA gene
ENSMUSG00000086892	Ensembl Gene Model	MGI:1918566	4933430M04Rik	RIKEN cDNA 4933430M04 gene	lincRNA gene
ENSMUSG00000088502	Ensembl Gene Model	MGI:5452564	Gm22787	predicted gene, 22787	snRNA gene
ENSMUSG00000080631	Ensembl Gene Model	MGI:5455284	Gm25507	predicted gene, 25507	miRNA gene
ENSMUSG00000087145	Ensembl Gene Model	MGI:3652165	Gm12665	predicted gene 12665	lincRNA gene
ENSMUSG00000077669	Ensembl Gene Model	MGI:5454032	Gm24255	predicted gene, 24255	snoRNA gene
ENSMUSG00000086439	Ensembl Gene Model	MGI:3649875	Gm12069	predicted gene 12069	lincRNA gene
ENSMUSG00000033015	Ensembl Gene Model	MGI:1918484	4933427E13Rik	RIKEN cDNA 4933427E13 gene	lincRNA gene
ENSMUSG00000064761	Ensembl Gene Model	MGI:5453291	Gm23514	predicted gene, 23514	snoRNA gene
ENSMUSG00000099015	Ensembl Gene Model	MGI:5530740	Mir6372	microRNA 6372	miRNA gene
ENSMUSG00000065889	Ensembl Gene Model	MGI:5452645	Gm22868	predicted gene, 22868	snRNA gene
ENSMUSG00000068314	Ensembl Gene Model	MGI:3648261	Gm6899	predicted gene 6899	protein coding gene
ENSMUSG00000082294	Ensembl Gene Model	MGI:3650749	Gm12072	predicted gene 12072	pseudogene
ENSMUSG00000088654	Ensembl Gene Model	MGI:5454627	Gm24850	predicted gene, 24850	snoRNA gene
ENSMUSG00000088438	Ensembl Gene Model	MGI:5455164	Gm25387	predicted gene, 25387	snoRNA gene
ENSMUSG00000084064	Ensembl Gene Model	MGI:3650745	Gm12079	predicted gene 12079	pseudogene
ENSMUSG00000084905	Ensembl Gene Model	MGI:3650553	Gm12081	predicted gene 12081	antisense lncRNA gene
ENSMUSG00000084966	Ensembl Gene Model	MGI:1920068	2810471M01Rik	RIKEN cDNA 2810471M01 gene	lincRNA gene
ENSMUSG00000076318	Ensembl Gene Model	MGI:3640613	Mir216b	microRNA 216b	miRNA gene
ENSMUSG00000085510	Ensembl Gene Model	MGI:3650549	Gm12082	predicted gene 12082	lincRNA gene
ENSMUSG00000065539	Ensembl Gene Model	MGI:2676892	Mir216a	microRNA 216a	miRNA gene
ENSMUSG00000065415	Ensembl Gene Model	MGI:2676893	Mir217	microRNA 217	miRNA gene
ENSMUSG00000080517	Ensembl Gene Model	MGI:5452886	Gm23109	predicted gene, 23109	snRNA gene
ENSMUSG00000080827	Ensembl Gene Model	MGI:3650336	Gm12086	predicted gene 12086	pseudogene
ENSMUSG00000084850	Ensembl Gene Model	MGI:3650092	Gm12092	predicted gene 12092	lincRNA gene
ENSMUSG00000083917	Ensembl Gene Model	MGI:3650093	Gm12093	predicted gene 12093	pseudogene
ENSMUSG00000088135	Ensembl Gene Model	MGI:5452365	Gm22588	predicted gene, 22588	snoRNA gene
ENSMUSG00000080906	Ensembl Gene Model	MGI:3651296	Gm12095	predicted gene 12095	pseudogene
ENSMUSG00000073073	Ensembl Gene Model	MGI:3645749	Gm8098	predicted gene 8098	unclassified non-coding RNA gene
ENSMUSG00000040919	Ensembl Gene Model	MGI:1922337	4930505A04Rik	RIKEN cDNA 4930505A04 gene	protein coding gene
ENSMUSG00000086986	Ensembl Gene Model	MGI:3651382	Gm12103	predicted gene 12103	pseudogene
ENSMUSG00000084146	Ensembl Gene Model	MGI:3650164	Gm12104	predicted gene 12104	pseudogene
ENSMUSG00000082213	Ensembl Gene Model	MGI:3651380	Gm12102	predicted gene 12102	pseudogene
ENSMUSG00000086335	Ensembl Gene Model	MGI:3651177	Gm12107	predicted gene 12107	lincRNA gene
ENSMUSG00000020299	Ensembl Gene Model	MGI:1914842	4930524B15Rik	RIKEN cDNA 4930524B15 gene	protein coding gene
ENSMUSG00000086386	Ensembl Gene Model	MGI:3651176	Gm12108	predicted gene 12108	lincRNA gene
ENSMUSG00000020279	Ensembl Gene Model	MGI:96564	Il9r	interleukin 9 receptor	protein coding gene
ENSMUSG00000055609	Ensembl Gene Model	MGI:96019	Hba-x	hemoglobin X, alpha-like embryonic chain in Hba complex	protein coding gene
ENSMUSG00000073057	old symbol	MGI:3708549	Gm10462	predicted gene 10462	pseudogene
ENSMUSG00000085676	Ensembl Gene Model	MGI:1922569	4930555O08Rik	RIKEN cDNA 4930555O08 gene	lincRNA gene
ENSMUSG00000020270	Ensembl Gene Model	MGI:1916601	Smim23	small integral membrane protein 23	protein coding gene
ENSMUSG00000085402	Ensembl Gene Model	MGI:3649341	Gm12111	predicted gene 12111	lincRNA gene
ENSMUSG00000087501	Ensembl Gene Model	MGI:3652289	Gm12116	predicted gene 12116	lincRNA gene
ENSMUSG00000020159	Ensembl Gene Model	MGI:2387597	Gabrp	gamma-aminobutyric acid (GABA) A receptor, pi	protein coding gene
ENSMUSG00000073052	Ensembl Gene Model	MGI:2685092	D130052B06Rik	RIKEN cDNA D130052B06 gene	unclassified gene
